,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
10455,CCOP(=S)(OCC)SCS(=O)(=O)CC,0,0,0,0,0,0,0,0,0,0,0
10456,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(S(C)(=O)=O)cc1,0,0,0,0,0,-1,0,0,0,0,0
10457,CO/N=C(\C([O-])=N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(=N)[nH]1.[Na+],0,-1,0,0,0,-1,0,0,0,0,0
10458,CCOc1ccc(N=C(C)O)cc1N,0,0,0,0,0,0,0,0,-1,0,0
10459,CCN1N=C(C(F)(F)F)CC1=O,0,0,0,0,0,0,0,0,0,0,-1
10460,Ic1cn[nH]c1,0,0,0,0,0,0,0,0,0,0,-1
10461,CCCCCCOC(=O)C(C)CC,0,0,0,0,0,0,0,-1,-1,0,0
10462,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl,0,-1,0,0,0,0,0,0,0,0,0
10463,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,0,-1,0,0,0,-1,0,0,0,0,0
10464,COc1ccc(N)cc1,0,0,0,0,0,0,0,-1,-1,0,0
10465,C1CCc2nnnn2CC1,0,-1,0,0,0,-1,1,-1,-1,0,0
10466,COC1CCN(C(=O)c2cc(Cc3nnc(O)c4ccccc34)ccc2F)CC1,0,0,0,0,0,-1,0,0,0,0,0
10467,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,0,0,0,0,0,0,0,1,-1,0,0
10468,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,0,0,0,0,0,-1,0,0,0,0,0
10469,CC1CCC2CC1C2(C)C,0,0,0,0,0,0,0,-1,-1,0,0
10470,CCC=CCCOC(=O)CC,0,0,0,0,0,0,0,-1,-1,0,0
10471,CCC1(c2cnc[nH]2)Cc2ccccc2C1.Cl,0,0,0,0,0,-1,0,0,0,0,0
10472,Cc1cnc(C(=O)O)c[n+]1[O-],0,-1,0,0,-1,-1,0,-1,-1,0,0
10473,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,0,0,0,0,0,0,0,-1,-1,0,0
10474,O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,0,0,0,0,0,0,0,1,0,0,0
10475,CC(C)=CCc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(C(F)(F)F)cc3)oc12,0,0,0,0,0,-1,0,0,0,0,0
10476,COC(=O)CCC(N)C(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
10477,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,0,0,0,0,0,0,0,0,0,0,0
10478,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](N=C(O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,-1,-1,0,1,0,0,-1,0,0,1,0
10479,COC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,0,0,0,0,0,0,0,-1,0,0,0
10480,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](N=C(O)C(N)c4ccc(O)cc4)[C@H]3SC2)s1,0,0,0,0,0,0,-1,0,0,0,0
10481,CN1C(=N)NC2(CC(C)(C)C(=O)c3ccc(-c4cncnc4)cc32)C1=O,0,0,-1,0,0,0,0,0,0,0,0
10482,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(N[C@@H](C)c3ccccc3)c2)[nH]1,0,0,0,0,0,-1,0,0,0,0,0
10483,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,0,0,0,0,-1,0,0,-1,-1,0,0
10484,N=C1NC(c2ccc(OC(F)F)cc2)(c2cccc(-c3cccnc3F)c2)CO1,0,0,-1,0,0,0,0,0,0,0,0
10485,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,0,0,0,0,0,0,0,-1,-1,0,0
10486,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,0,-1,0,0,0,-1,0,0,0,0,0
10487,O=[N+]([O-])c1cccc(N=C(O)c2cc3ccccc3cc2O)c1,0,0,0,0,0,0,0,1,0,0,0
10488,CCCCOC(=O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,0,0,0,0,0,0,0,-1,-1,0,0
10489,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,0,0,0,0,0,-1,1,-1,-1,0,0
10490,CC(C)[N+](C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)C(C)C,0,0,0,0,0,0,0,-1,-1,-1,0
10491,c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1,0,0,0,0,0,0,1,0,0,0,0
10492,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)NC(=N)N(C)C2=O)cc1C,0,0,1,0,0,0,0,0,0,0,0
10493,C=CC(C)CCC=C(C)C,0,0,0,0,0,0,0,-1,-1,0,0
10494,COC(OC)C(O)=NC(Cc1cccc(-c2[nH+]ccs2)c1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,0,0,1,0,0,0,0,0,0,0,0
10495,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1,-1,0,-1,0,-1,0,-1,-1,0,0
10496,CC(O)=Nc1c(Cl)cc(CNC(=N)N=C(O)Cn2ccc3ccc(C#[NH+])cc32)cc1Cl,0,0,1,0,0,0,0,0,0,0,0
10497,Cc1[nH]c2ccc(O)cc2c1CCN,0,0,0,0,0,-1,0,0,0,0,0
10498,CC=Cc1ccc2c(c1)OCO2,0,0,0,0,0,0,0,-1,-1,0,0
10499,CCC(C)(CN(C)C)OC(=O)c1ccccc1.Cl,0,-1,0,0,0,0,0,0,0,0,0
10500,COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC.Cl.Cl,0,0,0,0,0,-1,0,0,0,0,0
10501,CC1CC2(CCN1Cc1ccc(O)c(Cl)c1)C[NH+](C)S(=O)(=O)N2c1cccc(F)c1,0,0,-1,0,0,0,0,0,0,0,0
10502,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,-1,0,0,0,0,0
10503,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,0,0,0,0,0,-1,0,0,0,0,0
10504,CC1=CC(=O)c2ccccc2C1=O,0,0,0,0,0,-1,0,0,0,-1,0
10505,Cc1nccn1C(C)c1ccccc1,0,0,0,0,0,0,1,0,0,0,0
10506,O=C(O)CC(O)(CC(=O)O)C(=O)O,0,0,0,0,1,-1,0,-1,-1,0,0
10507,N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2],0,0,0,0,1,-1,0,0,0,0,0
10508,O=C1CCCC(=O)O1,0,0,0,0,0,0,0,-1,-1,0,0
10509,CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN(C)C,0,0,0,0,0,0,1,0,0,0,0
10510,CCC[NH2+]CC(O)COc1ccccc1C(=O)CCc1ccccc1,0,0,0,0,0,0,0,0,0,-1,0
10511,CCCCC(CC)COC(=O)c1ccccc1O,0,0,0,0,0,0,0,0,-1,0,0
10512,CN(C)c1ccc(N)cc1,0,0,0,0,0,0,0,1,-1,0,0
10513,C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1,0,0,0,0,0,-1,0,0,0,0,0
10514,CN=c1[nH]c(-c2ccccn2)cc(=NCc2ccc(NS(C)(=O)=O)cc2Cl)[nH]1,0,0,0,0,0,-1,0,0,0,0,0
10515,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0,-1,0,0,0,0,0,0,0,0,0
10516,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O,0,0,0,0,0,0,-1,0,0,0,0
10517,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,0,0,0,0,0,0,0,0,0,-1,0
10518,CCn1cc[n+](C)c1C,0,0,0,0,0,0,0,-1,-1,0,0
10519,NN=c1[nH][nH]c(=NN)c2ccccc12,0,0,0,0,0,0,0,0,-1,0,0
10520,NCCCOCCOCCOCCCN,0,0,0,0,0,0,0,-1,-1,0,0
10521,O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2,0,0,0,0,0,0,1,-1,-1,0,0
10522,CCCCN=C(O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CS[C@H]2CCC[NH2+][C@H]2C(O)=N[C@@H](C)C(O)=N1,0,0,-1,0,0,0,0,0,0,0,0
10523,Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,0,0,0,0,0,0,0,1,-1,0,0
10524,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](N=C([O-])CSC(F)(F)F)[C@H]2SC1.[Na+],0,0,0,0,0,0,-1,0,0,0,0
10525,CCN(CC)C(=O)CN=C(O)c1cc(OC)c(OC)c(OC)c1,0,0,0,0,0,0,1,0,0,0,0
10526,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,0,0,0,0,0,0,0,0,0,0,0
10527,CCCCCCCCCCCCCCCCCCCCCC(=O)O,0,0,0,0,0,-1,0,0,0,0,0
10528,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0,0,0,0,0,0,0,-1,-1,0,0
10529,COc1cncc(-c2cccc(C3(c4ccc(OC(F)F)cc4)NC(=N)N4CC(F)(F)CN=C43)c2)c1,0,0,1,0,0,0,0,0,0,0,0
10530,N#CCBr,0,0,0,0,0,0,0,-1,-1,0,0
10531,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0,0,0,0,0,0,1,0,-1,0,0
10532,CC(O)=NCC1(O)CCCC1,0,0,0,0,0,0,0,0,0,0,-1
10533,COCC#Cc1cc([C@@]2(c3ccc(OC(F)F)c(C)c3)NC(=N)N(C)C2=O)ccc1F,0,0,1,0,0,0,0,0,0,0,0
10534,O=C1Cc2ccccc2C1,0,0,0,0,0,0,0,0,0,0,0
10535,COC(F)(F)C(F)Br,0,0,0,0,0,0,1,0,0,0,0
10536,CC(C)(O)CCCC1=CCC(C=O)CC1,0,0,0,0,0,0,0,0,-1,0,0
10537,CN=C(NCc1cnc(Cl)s1)N[N+](=O)[O-],0,0,0,0,0,0,0,-1,-1,0,0
10538,OCCN1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0,0,0,0,0,0,0,0,0,-1,0
10539,Oc1cccc(Cl)c1,0,0,0,0,0,0,0,0,-1,0,0
10540,Nc1ccc(Nc2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0
10541,O=P(O)(O)O.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0,0,0,0,0,-1,0,0,0,0,0
10542,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,0,0,0,0,0,0,0,1,1,0,0
10543,CCc1cncnc1N1CCN(Cc2nc3ccc(C(F)(F)F)cc3[nH]2)CC1,0,0,0,0,0,-1,0,0,0,0,0
10544,CCCN(CCC)C(=O)c1cc(C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)cc(S(=O)(=O)c2ccccc2)c1,0,0,1,0,0,0,0,0,0,0,0
10545,CC1(C)S[C@@H]2[C@H](N=C([O-])COc3ccccc3)C(=O)N2[C@H]1C(=O)O.[K+],0,0,0,0,0,-1,0,0,0,0,0
10546,COc1cccc(N=C(O)/C=C/c2ccc(Cl)cc2)c1,0,0,0,0,0,-1,0,0,0,0,0
10547,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,0,0,0,0,0,-1,0,0,0,0,0
10548,CCOc1nc(C(Cl)(Cl)Cl)ns1,0,0,0,0,0,0,0,-1,-1,0,0
10549,O=C(O)c1cc(O)c2ccccc2c1O,0,0,0,0,0,0,0,0,0,0,0
10550,Cc1cc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1ccnc(N2CCN(C3CC3)CC2)c1,0,0,0,0,0,-1,0,0,0,0,0
10551,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,0,1,0,0,0,-1,0,-1,-1,0,0
10552,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,0,0,0,0,0,1,0,0,0,0
10553,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,0,0,0,0,-1,0,1,-1,-1,0,0
10554,COc1ccccc1NC(=O)c1ccc(C)s1,0,0,0,0,0,0,0,0,0,0,-1
10555,CC(=O)N1N=C(N=C(C)O)SC1(C)c1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
10556,CCOC(=O)C1C(C)=NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0,0,0,0,0,0,0,0,0,0,0
10557,C1=C/C(=C2\N=c3cnc4c(c3=N2)COCC4)NO1,0,0,0,0,0,0,0,0,0,-1,0
10558,CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0,0,0,0,0,0,0,1,0,0,0
10559,CCN1C(=N)NC2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)C1=O,0,0,-1,0,0,0,0,0,0,0,0
10560,Cc1cc([N+](=O)[O-])ccc1N,0,0,0,0,0,0,0,-1,-1,0,0
10561,CCCCCCCCCNc1nc[nH]c2nccc1-2,0,0,0,0,0,0,1,0,0,0,0
10562,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CCCCF)c2)C1=O,0,0,1,0,0,0,0,0,0,0,0
10563,c1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1,0,0,0,0,0,-1,0,0,0,0,0
10564,CC(C)(C)OCC1CO1,0,0,0,0,0,0,0,-1,-1,0,0
10565,CCC=CCCC=CC(OCC)OCC,0,0,0,0,0,0,0,0,-1,0,0
10566,CC(C)C[C@@H](N)C(O)=N[C@H]1C(O)=N[C@@H](CC(=N)O)C(O)=N[C@H]2C(O)=N[C@H]3C(O)=N[C@H](C(O)=N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,0,0,0,0,0,-1,0,0,0,0,0
10567,COc1ccc2c(c1)C1(COC(=N)N1)c1cc(-c3ccc(OC(F)(F)F)cc3)ccc1O2,0,0,-1,0,0,0,0,0,0,0,0
10568,N=c1[nH]c(=N)[nH]c(=NC2CC2)[nH]1,0,-1,0,0,0,-1,0,-1,-1,0,0
10569,Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,0,0,0,0,0,0,0,0,-1,0,0
10570,Fc1ccc(CNC[C@H]2CCCO2)cc1,0,0,0,0,0,0,0,0,0,0,-1
10571,OCc1cc[nH]n1,0,0,0,0,0,0,0,0,0,0,-1
10572,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)[nH]c1=N,0,0,0,0,0,-1,0,0,0,0,0
10573,CCCO[Si](OCCC)(OCCC)OCCC,0,0,0,0,0,0,0,-1,-1,0,0
10574,N#Cc1cc([N+](=O)[O-])ccc1N,0,0,0,0,0,0,0,0,0,0,0
10575,CC(C)C(O)C(C)(C)CO,0,0,0,0,0,0,0,-1,-1,0,0
10576,CCC(C)C(N)C(=O)O,0,0,0,0,0,-1,0,0,-1,0,0
10577,COc1ccccc1N1CCN(CCN2C(=O)c3ccccc3C(C)(C)C2=O)CC1,0,0,0,0,0,-1,0,0,0,0,0
10578,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2C2CC2)C(=O)[O-])=N1,0,0,-1,0,0,0,0,0,0,0,0
10579,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,0,0,1,0,0,0,0,0,0,0,0
10580,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0,0,0,0,0,0,0,1,0,0,0
10581,c1ccc(COCCCc2cnc[nH]2)cc1,0,0,0,0,0,-1,0,0,0,0,0
10582,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CC=C2c1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
10583,CCc1cn2c3c(cc(C(O)=NC(Cc4ccccc4)C(O)C[NH2+]CCC(F)(F)F)cc13)N(C)S(=O)(=O)CC2,0,0,1,0,0,0,0,0,0,0,0
10584,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0,0,0,0,0,0,1,0,0,-1,0
10585,COc1ccc2ccccc2c1,0,0,0,0,0,0,0,-1,-1,0,0
10586,OCCN1CCN=C1O,0,0,0,0,0,0,0,-1,-1,0,0
10587,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,0,0,0,0,0,0,0,0,0,-1,0
10588,Cn1c(N2CCCCS2(=O)=O)nc(C(O)=NCc2ccc(F)cc2)c(O)c1=O,0,0,0,0,0,-1,0,0,0,0,0
10589,CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,0,-1,0,0,0,0,0,0,0,0,0
10590,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])C(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],0,0,0,0,1,0,0,0,0,0,0
10591,OCCCBr,0,0,0,0,0,0,0,-1,-1,0,0
10592,CN=C(O)c1c(F)cccc1N=c1[nH]c(=Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)[nH]c2[nH]ccc12,0,0,0,0,0,-1,0,0,0,0,0
10593,Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1,0,0,0,0,0,0,0,0,-1,0,0
10594,Nc1ccc(Cl)cc1,0,0,0,0,0,0,0,-1,-1,0,0
10595,Cc1cc(Cl)ccc1N=CN(C)C,0,0,0,0,0,0,0,0,-1,0,0
10596,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1.Cl,0,-1,0,0,0,-1,0,0,0,0,0
10597,CC(=O)OCC1OC(n2ncc(O)nc2=O)C(OC(C)=O)C1OC(C)=O,0,0,0,0,0,0,0,-1,1,0,0
10598,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3cc(I)ccc23)cc1,0,0,0,0,0,-1,0,0,0,0,0
10599,CCCCOC(=O)c1cc2c(cn1)[nH]c1ccccc12,0,0,0,0,0,-1,0,0,0,0,0
10600,CC(=O)c1ccc(O)cc1,0,0,0,0,0,0,0,-1,-1,0,0
10601,CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,0,0,0,0,0,0,1,0,0,0,0
10602,Cc1ccc(C=O)cc1,0,0,0,0,0,0,0,0,0,0,0
10603,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,0,0,0,0,-1,0,0,0,0,0
10604,Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21,0,0,0,0,0,-1,0,0,0,0,0
10605,CC(=O)OCC(=O)OCC/C(SC(=O)c1ccco1)=C(/C)N(C=O)Cc1cnc(C)[nH]c1=N,0,0,0,0,0,0,1,0,0,0,0
10606,O=S(CC(O)=NC/C=C\COc1cc(CN2CCCCC2)ccn1)Cc1ccco1,0,0,0,0,0,-1,0,0,0,0,0
10607,CCC(O)=Nc1nc(C)cs1,0,0,0,0,0,0,0,0,0,0,-1
10608,Cl.OC1=NC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)SC1,0,0,0,0,0,0,1,0,0,0,0
10609,CCN(CC)C(O)=N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0,-1,0,0,0,0,1,0,0,0,0
10610,CN1C2CCCC1CC([NH2+]C(=O)c1nn(C)c3ccccc13)C2,0,0,0,0,0,0,0,0,0,-1,0
10611,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,0,0,0,0,1,0,0,-1,-1,0,0
10612,CC(C)Cc1sc(=N)[nH]c1-c1ccc(P(=O)(O)O)o1,0,0,0,0,0,-1,0,0,0,0,0
10613,N=C(O)N1c2ccccc2CC(=O)c2ccccc21,-1,-1,0,1,1,-1,1,-1,-1,-1,0
10614,Cc1ccc(CCCO)c(NCc2ccc3[nH]c(=NCCCN4CCOCC4)n(Cc4nc(C)ccc4O)c3c2)c1,0,0,0,0,0,-1,0,0,0,0,0
10615,COc1cc(Nc2ncc(F)c(N=c3ccc4c([nH]3)N=C(O)C(C)(C)O4)n2)cc(OC)c1OC,0,0,0,0,0,-1,0,0,0,0,0
10616,[NH2+]=C1N[C@](c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,0,0,-1,0,0,0,0,0,0,0,0
10617,CN1C(=N)NC2(CC(C)(C)Cc3ccc(-c4cc(F)cc(Cl)c4)cc32)C1=O,0,0,1,0,0,0,0,0,0,0,0
10618,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,0,0,0,0,0,0,0,-1,-1,0,0
10619,N=c1[nH]ccc(Oc2ccc(N=C(O)c3cn(COP(=O)(O)O)cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,0,0,0,0,0,-1,0,0,0,0,0
10620,COC(=O)C=Cc1ccccc1,0,0,0,0,0,0,0,0,-1,0,0
10621,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,-1,-1,0,-1,0,-1,-1,0,0,-1,0
10622,C=C[C@@](C)(/C=C/c1ccc(O)cc1)CCC=C(C)C,0,0,0,0,0,-1,0,0,0,0,0
10623,CCc1ncc(C)[nH]1,0,0,0,0,0,0,0,-1,-1,0,0
10624,CCCC1(C(O)CC=CC2C(O)CC(=O)C2CCCCCCC(=O)OC)CCC1,0,0,0,0,0,0,0,0,1,0,0
10625,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Cl)c(Cl)c1,0,0,0,0,0,-1,0,0,0,0,0
10626,CC(O)=Nc1ccc(OC[C@](C)(O)C(O)=Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1,0,0,0,0,0,-1,0,0,0,0,0
10627,Cl.N=C(N)N,0,0,0,0,0,-1,0,0,0,0,0
10628,N=c1[nH]c2cc(-c3ccc4ncc(C(=O)N5CCOCC5)n4c3)ccc2o1,0,0,0,0,0,-1,0,0,0,0,0
10629,CC1OC(O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)C(O)C(O)C1O,0,0,0,0,0,0,-1,0,0,0,0
10630,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(=Nc2ccccc2P(C)(C)=O)[nH]1,0,0,0,0,0,-1,0,0,0,0,0
10631,OCCN1C[C@@H](O)[C@@H](O)C(O)C1CO,0,0,0,0,0,-1,0,0,0,0,0
10632,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,0,0,0,0,0,-1,0,0,0,0,0
10633,O=C(CCl)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,0,0,0,0,0,0,0,0,0,0,-1
10634,CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,0,0,0,0,0,0,1,0,0,0,0
10635,CN(C)CCN=c1[nH]c2cc(O)ccc2c2c1C(=O)c1ccccc1-2,0,0,0,0,0,-1,0,0,0,0,0
10636,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,0,-1,0,0,0,-1,0,0,0,0,0
10637,CS(=O)(=O)OCOS(C)(=O)=O,0,0,0,0,0,-1,0,0,0,0,0
10638,CC(O)=[NH+]c1ccc(CN2CCC3(CC2)C(=NC2CCCCC2)N=C(O)N3c2cccc(F)c2)cc1,0,0,-1,0,0,0,0,0,0,0,0
10639,COc1cc(C(=O)c2c(C)oc3c(O)c(OC)ccc23)cc(OC)c1OC,0,0,0,0,0,-1,0,0,0,0,0
10640,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.O=C(O)/C=C\C(=O)O,0,0,0,0,0,0,1,0,0,0,0
10641,CCCc1ccc2c(c1)C1(COC(=N)N1)c1cc(-c3cncnc3)ccc1O2,0,0,1,0,0,0,0,0,0,0,0
10642,Cc1cc(C(=O)NC(C)C)nn1C,0,0,0,0,0,0,0,0,0,0,-1
10643,Cc1cc(OCc2nc(-c3ccccc3Cl)cs2)ccc1OCC(=O)O,0,0,0,0,0,-1,0,0,0,0,0
10644,CC1(CO)CCNCC1,0,0,0,0,0,0,0,0,0,0,-1
10645,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(O)nc(=N)[nH]c21,-1,0,0,1,1,0,1,0,0,0,0
